100,0.0077333333333333325,0.008135333333333333,94.81656666666667
200,0.011385666666666667,0.014304666666666667,79.59406666666668
300,0.03587666666666667,0.042387666666666664,84.63926666666667
400,0.08249066666666667,0.094096,87.66633333333333
500,0.157311,0.17560333333333333,89.58313333333332
600,0.26972166666666664,0.29636066666666666,91.01123333333334
700,0.4230563333333333,0.4597933333333333,92.01010000000001
800,0.629514,0.6779763333333334,92.85193333333332
900,0.9085473333333333,0.9703419999999999,93.63166666666666
1000,1.2891133333333336,1.3649766666666665,94.44223333333333
1100,1.7596100000000001,1.8510966666666666,95.05766666666666
1200,2.3546,2.4629733333333337,95.60003333333333
1300,3.043136666666667,3.1700766666666667,95.99566666666668
1400,3.8653033333333333,4.012323333333334,96.3358
1500,4.79188,4.9606433333333335,96.5979
1600,5.855136666666667,6.0469800000000005,96.82749999999999
1700,7.002680000000001,7.218656666666667,97.0081
1800,8.354906666666666,8.597173333333332,97.18196666666667
1900,9.778833333333333,10.048066666666665,97.3206
2000,11.379833333333332,11.677733333333334,97.44886666666666
