100,0.007850000000000001,0.008307333333333332,94.2462
200,0.010652666666666666,0.013555999999999999,78.58266666666667
300,0.03393033333333333,0.04040433333333333,83.977
400,0.07812799999999999,0.08960699999999999,87.18953333333333
500,0.150014,0.168179,89.1989
600,0.255341,0.28178733333333333,90.6148
700,0.40310333333333337,0.438334,91.9626
800,0.6019420000000001,0.6479146666666666,92.90436666666666
900,0.8679323333333334,0.926324,93.6964
1000,1.2241166666666665,1.2969133333333334,94.38686666666666
1100,1.6880966666666666,1.7791133333333333,94.88396666666667
1200,2.27521,2.377473333333333,95.69850000000001
1300,2.9627000000000003,3.082736666666667,96.1062
1400,3.757966666666667,3.8987233333333333,96.3897
1500,4.678323333333334,4.83972,96.66513333333334
1600,5.705176666666667,5.89036,96.8562
1700,6.860686666666666,7.07753,96.93616666666668
1800,8.175366666666667,8.415646666666667,97.14486666666666
1900,9.573276666666667,9.826373333333335,97.4243
2000,11.1382,11.436966666666669,97.38716666666666
